"GPA","Number_Of_Professional_Connections","Major","Graduation_Year","Height","Number_Of_Credits","Number_Of_Parking_Tickets","HP","GC","predEarnings"
3.1,52,"Vocational",1994,66.65,120,1,3465.8,239280,13308.5969760204
2.76,2,"Vocational",1971,67.08,124,0,134.16,244404,13265.1335380953
2.07,1,"Vocational",1989,64.94,121,2,64.94,240669,13214.1783928571
2.89,5,"Vocational",1963,69.34,121,3,346.7,237523,13284.1370813664
1.93,6,"Vocational",1961,65.09,121,0,390.54,237281,13201.3948285715
2.85,2,"Vocational",2015,67.05,123,0,134.1,247845,13282.3838
2.28,4,"Vocational",2015,65.88,122,0,263.52,245830,13227.3860523809
2.05,51,"Vocational",2010,69.37,126,0,3537.87,253260,13207.84905
2.26,2,"Vocational",2013,64.48,125,1,128.96,251625,13224.8098404762
2.97,19,"Vocational",1963,68.54,121,0,1302.26,237523,13293.437007693
3.5,24,"Vocational",1977,65.96,122,0,1583.04,241194,13347.5845714286
2.42,1,"Vocational",1963,69.74,125,0,69.74,245375,13236.9946035714
2.49,4,"Vocational",1976,68.38,127,2,273.52,250952,13250.09765
2.16,38,"Vocational",2003,65.43,125,0,2486.34,250375,13216.9625244625
2.14,7,"Vocational",1992,69.89,122,0,489.23,243024,13216.2000643892
2.55,27,"Vocational",2013,68.06,120,0,1837.62,241560,13253.7633514286
3.19,25,"Vocational",1989,68.95,125,0,1723.75,248625,13312.401975
2.28,45,"Vocational",1995,70.16,122,1,3157.2,243390,13230.9442142857
2.34,26,"Vocational",1967,65.84,121,0,1711.84,238007,13232.6400928571
2.05,28,"Vocational",1986,63.75,128,4,1785,254208,13213.1199959184
1.87,21,"Vocational",1994,65.6,120,2,1377.6,239280,13194.7003547619
1.44,82,"Vocational",1981,69.05,125,1,5662.1,247625,13168.5062371429
2.85,10,"Vocational",2015,68.25,124,3,682.5,249860,13281.1764428572
2.22,5,"Vocational",1979,68.06,125,0,340.3,247375,13216.7912846274
2.51,15,"Vocational",2014,68.72,121,0,1030.8,243694,13248.4103258095
2.75,52,"Vocational",1975,64.8,124,1,3369.6,244900,13272.3792571428
2.29,27,"Vocational",1975,68.46,123,1,1848.42,242925,13233.7583071429
3.01,52,"Vocational",1992,68.91,121,0,3583.32,241032,13299.4278656522
2.98,69,"Vocational",1965,66.87,121,1,4614.03,237765,13292.5533428572
2.4,3,"Vocational",1965,67.96,121,1,203.88,237765,13239.91674809
2.22,37,"Vocational",1994,68.21,120,2,2523.77,239280,13225.8565068254
2.07,5,"Vocational",2010,69.45,121,0,347.25,243210,13208.1728114286
1.58,99,"Vocational",2006,68.96,120,0,6827.04,240720,13172.2412265987
1.89,15,"Vocational",2014,71.37,124,1,1070.55,249736,13194.5318928571
2.8,37,"Vocational",1998,67.64,121,0,2502.68,241758,13278.4689928572
2,16,"Vocational",1977,71.43,121,1,1142.88,239217,13205.7820071429
2.48,54,"Vocational",1973,68.1,122,0,3677.4,240706,13247.8312492064
2.9,69,"Vocational",1997,69.58,122,3,4801.02,243634,13279.4063685714
2.14,23,"Vocational",1964,65.38,123,1,1503.74,241572,13220.9401857143
2.64,0,"Vocational",1988,67.22,122,4,0,242536,13266.9725485714
2.1,28,"Vocational",2010,67.46,123,1,1888.88,247230,13215.0124404762
1.61,34,"Vocational",1993,66.07,120,1,2246.38,239160,13171.7216785714
3.04,3,"Vocational",1967,72.63,120,1,217.89,236040,13300.2693571429
2.57,4,"Vocational",1983,69.59,123,1,278.36,243909,13258.9509709524
3.13,16,"Vocational",1984,67.38,120,1,1078.08,238080,13309.9573535714
2.25,12,"Vocational",1993,67.55,121,1,810.6,241153,13224.1172306411
2.36,59,"Vocational",1980,72.3,125,2,4265.7,247500,13236.6676214286
2.52,23,"Vocational",1997,66.36,122,2,1526.28,243634,13251.4358999892
1.85,45,"Vocational",1963,67.06,122,5,3017.7,239486,13197.7983
2.68,10,"Vocational",2010,65.65,121,1,656.5,243210,13262.0114248572
2.31,20,"Vocational",1979,68.96,120,0,1379.2,237480,13234.9873576923
1.62,27,"Vocational",2006,71.32,122,0,1925.64,244732,13164.4949142857
2.78,2,"Vocational",1997,62.88,122,0,125.76,243634,13277.7141742857
2.83,5,"Vocational",1980,68.24,124,0,341.2,245520,13278.4626289116
2.75,14,"Vocational",1963,69,120,2,966,235560,13276.7345502041
3.64,54,"Vocational",1993,67.6,122,1,3650.4,243146,13353.9504214285
3.2,9,"Vocational",1962,67.27,120,2,605.43,235440,13314.7095623434
2.63,13,"Vocational",1980,68.01,121,1,884.13,239580,13263.0268875458
2.55,24,"Vocational",2000,64.94,121,0,1558.56,242000,13252.5079690476
2.55,17,"Vocational",1976,69.6,121,3,1183.2,239096,13259.2489204082
3.71,13,"Vocational",1961,68.08,121,1,885.04,237281,13360.5536428572
2.53,15,"Vocational",1985,67.98,120,0,1019.7,238200,13257.3133690476
2.06,60,"Vocational",1994,66.85,121,1,4011,241274,13209.5917785714
2.93,60,"Vocational",1973,71.69,122,0,4301.4,240706,13288.6247373016
1.79,32,"Vocational",1968,68.67,120,0,2197.44,236160,13188.7456
2.74,5,"Vocational",2007,66.26,123,0,331.3,246861,13270.5123952381
2.26,21,"Vocational",2000,70.32,120,1,1476.72,240000,13221.8496404762
2.75,17,"Vocational",1987,66.54,122,0,1131.18,242414,13270.2668867347
3.08,95,"Vocational",1970,64.73,121,1,6149.35,238370,13299.3239214286
1.98,20,"Vocational",1996,66.01,122,1,1320.2,243512,13203.7267908226
2,35,"Vocational",1993,67.21,120,2,2352.35,239160,13204.5597142857
2.99,102,"Vocational",1992,68.29,122,0,6965.58,243024,13282.5998186905
2.84,23,"Vocational",1988,68.78,122,0,1581.94,242536,13281.715272364
2.15,2,"Vocational",1997,65.2,124,1,130.4,247628,13217.8090928572
2.29,62,"Vocational",2001,66.67,120,1,4133.54,240120,13229.378025
1.13,14,"Vocational",1975,65.82,120,5,921.48,237000,13148.5624940477
2.33,62,"Vocational",1980,69.96,120,0,4337.52,237600,13232.9171553114
2.76,2,"Vocational",1990,67.49,122,0,134.98,242780,13275.6212021429
2.72,5,"Vocational",2011,68.2,122,1,341,245342,13265.7497071429
2.69,35,"Vocational",1977,68.78,121,0,2407.3,239217,13267.7475642857
1.91,1,"Vocational",1988,67.13,122,1,67.13,242536,13195.2405941558
2.96,26,"Vocational",1991,68.28,121,1,1775.28,240911,13295.428677795
2.26,14,"Vocational",1999,68.76,123,1,962.64,245877,13229.0414976191
2.11,15,"Vocational",1968,67.63,122,0,1014.45,240096,13211.1333601035
2.77,43,"Vocational",2004,67.75,121,1,2913.25,242484,13275.450338022
2.39,54,"Vocational",1975,69.95,122,3,3777.3,240950,13239.6056071428
2.43,20,"Vocational",1978,67.47,125,0,1349.4,247250,13241.5401583333
3.57,2,"Vocational",2010,68.36,121,1,136.72,243210,13348.6209085714
2.12,11,"Vocational",1965,71.14,125,0,782.54,245625,13217.9408274845
2.85,28,"Vocational",2008,67.53,121,0,1890.84,242968,13283.58689
2.06,9,"Vocational",1984,69.83,120,1,628.47,238080,13212.0619785714
2.69,17,"Vocational",2015,68.13,125,2,1158.21,251875,13269.6430714286
2.98,10,"Vocational",2000,69.45,129,1,694.5,258000,13287.4547
2.44,20,"Vocational",1993,65.16,120,1,1303.2,239160,13249.1020611607
1.72,47,"Vocational",1993,65.15,120,2,3062.05,239160,13185.0166642857
1.49,3,"Vocational",1987,67.76,127,1,203.28,252349,13160.7315
2.73,9,"Vocational",2002,66.39,121,1,597.51,242242,13271.2014794506
2.62,9,"Vocational",1990,67.23,123,0,605.07,244770,13261.3332785714
2.85,21,"Vocational",1969,69.98,120,2,1469.58,236280,13285.4116748352
1.75,2,"Vocational",2013,68.84,122,0,137.68,245586,13179.4447142858
1.75,10,"Vocational",2011,66.81,122,1,668.1,245342,13179.8884084416
2.49,0,"Vocational",2005,70.88,121,1,0,242605,13251.6472305714
2.75,4,"Vocational",2004,69.49,123,1,277.96,246492,13271.3999309524
1.92,6,"Vocational",1990,67.34,123,0,404.04,244770,13190.896984066
1.54,7,"Vocational",1968,70.85,122,2,495.95,240096,13164.3745
2.52,41,"Vocational",1966,71.59,120,4,2935.19,235920,13249.1962884618
3.19,0,"Vocational",1999,67.73,123,0,0,245877,13317.4496726191
2.12,7,"Vocational",2015,71.39,120,0,499.73,241800,13217.8018630852
1.87,26,"Vocational",2003,69.45,123,3,1805.7,246369,13192.1541357143
2.62,49,"Vocational",2009,66.36,120,3,3251.64,241080,13255.6487085714
1.73,29,"Vocational",1987,65.96,121,1,1912.84,240427,13175.0065378571
1.95,11,"Vocational",1965,66.03,121,3,726.33,237765,13205.5099928571
2.11,83,"Vocational",1995,66.21,120,0,5495.43,239400,13214.43109
2.16,4,"Vocational",1993,68.74,122,1,274.96,243146,13214.7597178571
2.71,29,"Vocational",1992,70.7,123,2,2050.3,245016,13267.4764571429
1.83,25,"Vocational",1989,70.74,122,2,1768.5,242658,13189.1911428571
2.01,20,"Vocational",2015,66.87,120,1,1337.4,241800,13207.9964447619
2.46,16,"Vocational",1974,71.52,121,0,1144.32,238854,13243.6219071428
2.55,16,"Vocational",1985,65.62,123,2,1049.92,244155,13256.5640857143
2.76,11,"Vocational",1995,64.04,122,1,704.44,243390,13272.9302542857
2.8,13,"Vocational",1970,68.35,125,1,888.55,246250,13280.3882728571
2.23,37,"Vocational",1990,68.44,124,0,2532.28,246760,13222.488
2.82,22,"Vocational",2015,70.54,120,1,1551.88,241800,13280.6971957143
3.03,19,"Vocational",1988,69.63,120,1,1322.97,238560,13299.4182714286
2.75,39,"Vocational",2009,71.31,121,1,2781.09,243089,13269.9160357143
2.51,7,"Vocational",1990,68.86,121,0,482.02,240790,13254.6714309524
2.16,13,"Vocational",1997,68.44,122,1,889.72,243634,13215.5924047619
2.17,29,"Vocational",1980,71.21,122,0,2065.09,241560,13220.3709768435
3.14,15,"Vocational",1993,69.34,122,0,1040.1,243146,13310.4406952382
1.92,11,"Vocational",1977,70.44,121,1,774.84,239217,13194.0453690476
3.29,8,"Vocational",1975,67.41,120,1,539.28,237000,13324.5615921053
2.92,1,"Vocational",2004,64.44,123,0,64.44,246492,13294.488575
2.03,5,"Vocational",1968,70.41,121,0,352.05,238128,13204.2589190476
2.02,6,"Vocational",2003,72.97,125,0,437.82,250375,13212.1795785714
1.72,50,"Vocational",1986,70.48,120,3,3524,238320,13184.17545
2.85,35,"Vocational",2014,67.85,121,0,2374.75,243694,13280.9908542857
2.69,30,"Vocational",1985,72.22,121,0,2166.6,240185,13267.8917428572
3,3,"Vocational",2003,66.12,121,1,198.36,242363,13298.8651756522
2.32,13,"Vocational",1976,67.22,120,6,873.86,237120,13230.2524928571
3.26,6,"Vocational",1996,69.01,120,2,414.06,239520,13323.3497261904
2.14,8,"Vocational",2006,71.03,124,0,568.24,248744,13216.368828675
2.66,1,"Vocational",2009,71.21,122,0,71.21,245098,13265.8598571429
2.22,10,"Vocational",1994,70.17,120,1,701.7,239280,13223.8141293877
1.75,32,"Vocational",1980,66.95,123,1,2142.4,243540,13181.6406642857
2.8,28,"Vocational",1969,67.53,121,0,1890.84,238249,13278.8289071429
2.08,15,"Vocational",1962,68.85,125,0,1032.75,245250,13209.1212078572
2.98,2,"Vocational",2005,67.84,121,0,135.68,242605,13298.3223613664
2.7,2,"Vocational",1994,67.75,124,3,135.5,247256,13271.6643142858
2.31,10,"Vocational",1979,67.52,127,1,675.2,251333,13229.5888952381
2.75,3,"Vocational",1989,68.83,122,2,206.49,242658,13273.635175
2.28,8,"Vocational",2005,67.16,120,3,537.28,240600,13229.6747642857
2.65,32,"Vocational",1963,67.77,122,0,2168.64,239486,13266.7327581632
2.55,11,"Vocational",1977,70.51,121,3,775.61,239217,13259.0757704081
2.76,28,"Vocational",1996,65.73,123,0,1840.44,245508,13273.6839857143
2,25,"Vocational",1962,64.15,120,0,1603.75,235440,13209.9366214286
2.37,25,"Vocational",2009,65.24,121,3,1631,243089,13239.1348857143
1.72,10,"Vocational",2008,69.13,121,2,691.3,242968,13178.2477090476
2.72,46,"Vocational",1982,70.12,122,0,3225.52,241804,13269.3033867347
1.91,1,"Vocational",1985,67.38,124,0,67.38,246140,13193.5422697802
3.09,13,"Vocational",1993,67.18,121,1,873.34,241153,13308.8586369048
2.43,10,"Vocational",1981,69.22,121,2,692.2,239701,13245.5348589286
2.28,26,"Vocational",1996,68.81,122,0,1789.06,243512,13230.0643357143
2.51,32,"Vocational",1994,66.2,122,1,2118.4,243268,13253.3349842749
2.54,7,"Vocational",1989,67.33,123,1,471.31,244647,13257.6635952381
2.9,4,"Vocational",1971,66.11,120,0,264.44,236520,13280.6097867481
2.75,8,"Vocational",1984,71.02,120,1,568.16,238080,13271.4140571429
3.2,34,"Vocational",1986,68.66,121,0,2334.44,240306,13318.9879142857
2.51,28,"Vocational",1989,67.1,122,2,1878.8,242658,13250.3380529762
2.54,6,"Vocational",1966,70.81,121,1,424.86,237886,13257.5381214286
2.07,20,"Vocational",1995,66.52,122,2,1330.4,243390,13210.0181471429
1.91,1,"Vocational",2001,66.87,122,5,66.87,244122,13200.0467357143
2.3,65,"Vocational",1979,68.53,120,1,4454.45,237480,13229.6243410257
2.74,3,"Vocational",2005,67.17,120,0,201.51,240600,13270.7580096498
1.68,30,"Vocational",1999,67.48,120,2,2024.4,239880,13174.5244619048
2.97,21,"Vocational",1984,66.48,121,0,1396.08,240064,13295.5515834073
2.86,21,"Vocational",2014,67.53,123,0,1418.13,247722,13282.6670642857
2.16,15,"Vocational",1988,67.03,121,1,1005.45,240548,13217.3845951649
1.91,4,"Vocational",1983,69.95,122,1,279.8,241926,13192.5586404762
2.62,8,"Vocational",1993,71.9,121,2,575.2,241153,13259.2974428572
2.49,6,"Vocational",1992,68.24,123,2,409.44,245016,13250.7438785714
2.38,22,"Vocational",1977,69.85,121,0,1536.7,239217,13235.0418
1.7,4,"Vocational",2012,66.53,121,0,266.12,243452,13174.0302414286
2.83,5,"Vocational",1996,61.13,120,0,305.65,239520,13278.995225
2.37,0,"Vocational",1977,71.08,127,1,0,251079,13235.4441547619
2.55,22,"Vocational",1976,69.87,121,0,1537.14,239096,13253.9103357143
2.39,37,"Vocational",2003,69.64,121,0,2576.68,242363,13232.1109247252
2.13,2,"Vocational",2007,65.61,127,1,131.22,254889,13219.7436928571
1.69,25,"Vocational",1961,69.48,128,1,1737,251008,13178.7273357143
2.9,2,"Vocational",1961,68.56,122,3,137.12,239242,13286.6470714286
1.77,3,"Vocational",1998,69.22,120,0,207.66,239760,13179.195127371
2.71,54,"Vocational",1987,69.22,124,2,3737.88,246388,13268.9897
2.61,66,"Vocational",2007,70.1,122,2,4626.6,244854,13257.0124071429
2.84,36,"Vocational",1976,71.41,120,0,2570.76,237120,13283.9835148352
2.46,3,"Vocational",2009,64.33,122,0,192.99,245098,13245.2146333333
2.06,5,"Vocational",2015,68.57,120,0,342.85,241800,13209.5005579832
2.78,2,"Vocational",1994,67.13,123,3,134.26,245262,13274.8673095238
2.73,76,"Vocational",1994,68.04,121,0,5171.04,241274,13271.2807571428
2.16,3,"Vocational",1968,69.67,121,1,209.01,238128,13219.8543994898
2.75,12,"Vocational",1985,69.12,123,1,829.44,244155,13268.3221
1.76,15,"Vocational",1963,66.08,134,1,991.2,263042,13145.6284089286
2.96,52,"Vocational",1966,72.29,121,0,3759.08,237886,13290.4197111111
2.85,22,"Vocational",2000,67.45,125,0,1483.9,250000,13281.9232547619
2.73,20,"Vocational",1987,70.33,120,3,1406.6,238440,13268.7291238095
2.59,1,"Vocational",1982,68.38,120,0,68.38,237840,13259.72401
3.3,35,"Vocational",1973,68.9,120,1,2411.5,236760,13323.0929607143
2.28,2,"Vocational",2013,70.05,122,0,140.1,245586,13228.7382142857
1.89,7,"Vocational",2010,65.66,124,0,459.62,249240,13194.1764169231
1.84,23,"Vocational",1986,68.62,122,1,1578.26,242292,13188.1954608225
2.3,7,"Vocational",1986,69.35,124,0,485.45,246264,13229.9422928572
2.88,10,"Vocational",1983,64.49,123,0,644.9,243909,13286.0688892857
2.49,1,"Vocational",1991,67.24,123,1,67.24,244893,13251.5360833333
2.61,8,"Vocational",1967,69.36,121,0,554.88,238007,13261.2506328572
2.36,7,"Vocational",1980,65.17,123,2,456.19,243540,13235.393
2.18,72,"Vocational",2011,69.79,121,1,5024.88,243331,13223.0268
2.54,1,"Vocational",1978,66.05,122,2,66.05,241316,13257.5356714286
2.79,29,"Vocational",2009,69.91,122,2,2027.39,245098,13276.2800357143
2.56,19,"Vocational",2014,66.84,120,1,1269.96,241680,13255.3558914286
3.2,20,"Vocational",2007,67.81,121,1,1356.2,242847,13318.532372381
3.04,11,"Vocational",2000,70.56,121,5,776.16,242000,13301.2507928571
2.42,0,"Vocational",1989,67.62,121,1,0,240669,13245.8650994506
2.38,4,"Vocational",2015,71.23,121,1,284.92,243815,13237.9958666667
2.18,2,"Vocational",1982,67.62,120,0,135.24,237840,13219.3909311517
2.51,11,"Vocational",1982,68.6,123,0,754.6,243786,13249.4843785715
2.49,35,"Vocational",1982,67.93,124,1,2377.55,245768,13247.8498857143
2.06,21,"Vocational",1998,68.04,121,1,1428.84,241758,13211.2015547619
3.27,122,"Vocational",1988,66.38,120,1,8098.36,238560,13320.9080904761
1.72,3,"Vocational",1965,68.87,128,2,206.61,251520,13178.5986357143
2.37,17,"Vocational",1982,68.92,120,1,1171.64,237840,13241.8301883036
2.16,8,"Vocational",1970,65.76,126,2,526.08,248220,13217.9308
2.58,39,"Vocational",1984,67.1,124,1,2616.9,246016,13258.2643
2.96,68,"Vocational",1983,69.46,124,1,4723.28,245892,13289.2186928571
2.46,3,"Vocational",1962,68.42,126,1,205.26,247212,13245.1243857143
3.09,2,"Vocational",1977,68.25,122,1,136.5,241194,13307.1865714286
2.03,17,"Vocational",1980,66.63,121,0,1132.71,239580,13205.4130464286
2.9,27,"Vocational",2005,68.77,120,0,1856.79,240600,13287.9142757143
2.63,5,"Vocational",2008,68.11,121,1,340.55,242968,13259.8425085934
2.33,7,"Vocational",1964,67.92,123,0,475.44,241572,13233.5387
2.76,16,"Vocational",1967,64.44,121,2,1031.04,238007,13275.8955633334
2.08,19,"Vocational",2012,70.19,124,0,1333.61,249488,13213.0317285714
2.22,7,"Vocational",1968,65.44,122,2,458.08,240096,13221.9289107143
2.32,12,"Vocational",2012,65.96,121,2,791.52,243452,13234.3031128571
2.47,31,"Vocational",1996,65.16,120,1,2019.96,239520,13250.4845200893
2.41,4,"Vocational",2001,68.01,121,2,272.04,242121,13244.2486361905
2.37,20,"Vocational",1983,66.97,122,1,1339.4,241926,13240.4691785715
2.41,24,"Vocational",1965,64.01,120,0,1536.24,235800,13244.1127119543
2.34,6,"Vocational",1980,68.56,121,0,411.36,239580,13234.9161517857
2.54,14,"Vocational",1986,73.48,123,0,1028.72,244278,13252.4614785714
2.97,61,"Vocational",2007,71.53,121,1,4363.33,242847,13291.6619476191
2.82,4,"Vocational",1973,67.47,121,2,269.88,238733,13280.5803785714
2.25,3,"Vocational",1998,68.58,121,1,205.74,241758,13225.7737654762
2.42,8,"Vocational",2004,66.92,121,1,535.36,242484,13247.8119723077
2.12,17,"Vocational",1979,68.27,120,2,1160.59,237480,13224.0707468254
3,6,"Vocational",1977,72.91,123,1,437.46,243171,13297.4579892858
3.06,4,"Vocational",1983,66.23,124,1,264.92,245892,13305.9515333334
2.7,1,"Vocational",2002,66.83,123,0,66.83,246246,13269.7388095238
2.13,32,"Vocational",1966,73.11,121,3,2339.52,237886,13227.6300428572
2.91,21,"Vocational",2001,64.84,121,3,1361.64,242121,13288.6715194617
2.91,17,"Vocational",1993,68.24,120,0,1160.08,239160,13287.7439042857
2.38,23,"Vocational",1994,71.44,122,0,1643.12,243268,13239.0407191697
2.89,35,"Vocational",1976,66.38,121,0,2323.3,239096,13286.2032885093
2.2,13,"Vocational",1994,69.41,121,1,902.33,241274,13220.7553421429
2.66,5,"Vocational",1984,71.93,120,0,359.65,238080,13264.7051108403
2.62,6,"Vocational",2008,64.42,122,2,386.52,244976,13261.4881166667
2.37,16,"Vocational",1963,69.79,121,1,1116.64,237523,13234.2807846259
1.71,17,"Vocational",2015,68.33,120,1,1161.61,241800,13177.6708928571
2.04,5,"Vocational",2010,65.18,122,1,325.9,245220,13205.5802519048
2.79,17,"Vocational",2013,70.96,123,4,1206.32,247599,13276.0404690476
2.1,37,"Vocational",2012,66.36,121,0,2455.32,243452,13213.6432928571
2.37,6,"Vocational",1997,71.31,120,0,427.86,239640,13237.6281635883
2.94,15,"Vocational",1975,69.41,125,1,1041.15,246875,13291.5570357143
2.8,49,"Vocational",1998,69.93,120,0,3426.57,239760,13281.7087142857
2.32,8,"Vocational",1964,71.8,120,2,574.4,235680,13235.9258785714
1.96,3,"Vocational",1981,66.18,120,2,198.54,237720,13201.7433797619
1.72,25,"Vocational",1994,65.85,122,0,1646.25,243268,13176.84725
2.25,29,"Vocational",1984,70.69,121,1,2050.01,240064,13224.5849671429
2.35,3,"Vocational",1996,67.02,126,5,201.06,251496,13239.4081642857
2.47,54,"Vocational",1966,67.69,122,0,3655.26,239852,13247.8690134921
2.91,18,"Vocational",1964,72.35,121,0,1302.3,237644,13286.4862666667
2.43,98,"Vocational",2002,66.9,122,0,6556.2,244244,13240.3813886904
3.53,25,"Vocational",1994,64.48,121,2,1612,241274,13344.4694809524
2.53,26,"Vocational",2011,69.39,120,1,1804.14,241320,13251.1721590476
1.92,19,"Vocational",2013,70.78,120,0,1344.82,241560,13199.2372642857
2.08,10,"Vocational",1978,63.97,123,1,639.7,243294,13212.2760571429
2.57,36,"Vocational",1980,66.9,122,2,2408.4,241560,13260.7006285714
2.84,31,"Vocational",1994,68.32,120,1,2117.92,239280,13285.6195516667
2.75,8,"Vocational",1969,68.58,121,1,548.64,238249,13272.7353412698
2.59,17,"Vocational",1984,69.57,121,0,1182.69,240064,13262.0403714286
2.71,8,"Vocational",2008,64.39,120,0,515.12,240960,13264.9685460784
2.37,10,"Vocational",2008,67.97,121,1,679.7,242968,13239.228578022
2.29,3,"Vocational",1984,70.04,123,0,210.12,244032,13230.5702714286
2.2,9,"Vocational",2012,72.68,122,0,654.12,245464,13220.6504458911
2.09,3,"Vocational",2015,67.97,122,3,203.91,245830,13213.9498719048
3.87,56,"Vocational",2011,66.51,123,2,3724.56,247353,13348.2438619048
2.68,30,"Vocational",1994,66.16,126,1,1984.8,251244,13267.0531392857
3.5,5,"Vocational",1966,66.35,121,1,331.75,237886,13345.1357928571
2.88,18,"Vocational",2008,70.15,122,0,1262.7,244976,13284.4011214286
2.45,6,"Vocational",2010,67.96,121,0,407.76,243210,13248.6934985714
2.44,8,"Vocational",1987,69.11,121,0,552.88,240427,13248.4276035714
2.47,56,"Vocational",1970,69.85,126,1,3911.6,248220,13243.6487142857
2.28,7,"Vocational",1999,68.87,125,1,482.09,249875,13227.7840928572
2.05,12,"Vocational",2006,63.7,120,1,764.4,240720,13208.2676009524
2.86,10,"Vocational",1975,68.22,121,4,682.2,238975,13286.5738428572
2.68,0,"Vocational",1976,67.91,124,1,0,245024,13265.5015247619
2.53,9,"Vocational",1984,63.95,122,3,575.55,242048,13250.1934418367
2.66,5,"Vocational",1997,67.69,122,0,338.45,243634,13265.8539642857
2.45,38,"Vocational",1963,70.14,122,2,2665.32,239486,13243.1572785714
2.74,9,"Vocational",1977,69.75,124,0,627.75,245148,13268.4686357143
2.74,57,"Vocational",1985,68.49,121,1,3903.93,240185,13272.8075464286
2.49,55,"Vocational",1994,68.1,121,0,3745.5,241274,13245.4204404762
2.21,11,"Vocational",1970,66.31,121,3,729.41,238370,13224.8334071429
2.44,14,"Vocational",2013,69.99,121,0,979.86,243573,13245.2682238095
2.28,4,"Vocational",1992,67.08,121,1,268.32,241032,13228.369975641
2.92,29,"Vocational",2008,67.81,122,0,1966.49,244976,13289.2546815476
2.44,2,"Vocational",2004,63.73,121,0,127.46,242484,13248.219397619
2.21,76,"Vocational",1964,67.86,122,1,5157.36,239608,13223.0627871429
2.39,10,"Vocational",2003,64.7,123,0,647,246369,13236.1564563492
2.43,44,"Vocational",1973,66.67,120,2,2933.48,236760,13244.015646875
2.48,13,"Vocational",1977,64.33,121,2,836.29,239217,13250.9623085715
2.06,41,"Vocational",2013,68.56,120,1,2810.96,241560,13209.1081404762
3,1,"Vocational",1962,67.9,121,0,67.9,237402,13291.3231170808
2.23,16,"Vocational",2015,69.48,120,1,1111.68,241800,13226.821207483
3.27,1,"Vocational",1963,64.35,120,2,64.35,235560,13317.8934921053
2.31,23,"Vocational",1975,67.59,127,1,1554.57,250825,13232.2434095238
2.39,53,"Vocational",2007,66.99,121,6,3550.47,242847,13235.0174142857
2.78,11,"Vocational",1961,73.46,124,1,808.06,243164,13276.0492571429
3.05,54,"Vocational",1981,70.16,121,0,3788.64,239701,13300.6166371429
3.16,28,"Vocational",1975,67.52,120,0,1890.56,237000,13315.0935178572
1.72,3,"Vocational",1977,69.48,123,0,208.44,243171,13174.1125754945
2.68,9,"Vocational",1974,68.64,120,2,617.76,236880,13268.4541242481
2.1,19,"Vocational",2014,67.38,122,1,1280.22,245708,13212.8137809524
1.83,14,"Vocational",1967,68.74,122,0,962.36,239974,13189.7791323809
2.61,18,"Vocational",1965,68.67,123,0,1236.06,241695,13261.8632966667
2.83,9,"Vocational",1986,71.45,121,3,643.05,240306,13282.6172023809
2.32,3,"Vocational",1980,66.61,123,0,199.83,243540,13232.3842357143
1.72,14,"Vocational",1993,66.71,122,0,933.94,243146,13174.8174104762
2.08,1,"Vocational",1963,66.61,125,1,66.61,245375,13207.1725780952
1.82,55,"Vocational",2005,65.95,120,3,3627.25,240600,13196.7309642857
2.47,47,"Vocational",1968,71.43,122,0,3357.21,240096,13245.7340873016
2.13,10,"Vocational",2000,68.06,120,2,680.6,240000,13218.1934814286
2.11,18,"Vocational",2004,63.82,121,2,1148.76,242484,13217.7107274603
2.53,5,"Vocational",2013,66.1,121,0,330.5,243573,13248.4061734286
2.57,21,"Vocational",2007,66.34,121,3,1393.14,242847,13256.3815004082
2.96,4,"Vocational",2015,68.54,121,4,274.16,243815,13292.4472356522
3.45,52,"Vocational",2012,67.68,121,1,3519.36,243452,13335.2126142857
3.25,21,"Vocational",2001,67.01,125,3,1407.21,250125,13313.4323928571
2.04,10,"Vocational",1981,65.97,120,2,659.7,237720,13213.1099928572
1.63,4,"Vocational",1987,67.41,125,1,269.64,248375,13168.5276
2.14,4,"Vocational",1988,69.5,120,1,278,238560,13217.9386176191
2.44,4,"Vocational",1978,66.88,122,1,267.52,241316,13248.4850880952
2.98,1,"Vocational",2009,65.75,120,2,65.75,241080,13289.6848133333
2.97,12,"Vocational",1987,69.21,120,1,830.52,238440,13296.0251071429
2.34,28,"Vocational",1981,68.17,122,0,1908.76,241682,13236.3745857143
2.82,26,"Vocational",1992,67.09,120,1,1744.34,239040,13285.3481333333
2.57,27,"Vocational",1998,68.52,122,1,1850.04,243756,13256.7359185606
2.93,124,"Vocational",2011,69.62,123,5,8632.88,247353,13277.4256142857
2.82,99,"Vocational",1992,66.11,121,1,6544.89,241032,13277.5230071428
2.09,110,"Vocational",1975,69.38,122,0,7631.8,240950,13222.1764491512
2.6,15,"Vocational",1996,66.89,121,0,1003.35,241516,13256.0099547619
3.2,26,"Vocational",2000,66.83,120,2,1737.58,240000,13315.9509021428
3.28,12,"Vocational",1982,68.68,121,0,824.16,239822,13325.9635928571
2.25,30,"Vocational",2005,65.07,122,0,1952.1,244610,13227.9755952381
2.5,17,"Vocational",1979,70.19,121,0,1193.23,239459,13249.7864442857
1.78,4,"Vocational",2001,69.05,121,1,276.2,242121,13180.120307013
2.74,34,"Vocational",1966,72.08,124,1,2450.72,243784,13273.7091571428
